   8.7939485274340488        25.365504119200814        7.7776070643327184        4.8732052354661421        4.0921062814335087        142.57794397171392     
   1.2626716354190561        6.7006496175020516        4.1753063466639393       0.10849037400262158       0.10114271235723900        20.240555075361303     
  0.31070080195894934        2.9503630625860851        2.3289614586681862        6.6228091944173853E-003   6.2676866715606107E-003   4.9604203541307035     
   7.7366334439125869E-002   1.3873918017557836        1.2326591328775318        4.1182140081231448E-004   3.9151041089988819E-004   1.2338276779681054     
   3.0903138011663502E-003  0.26446970187876467       0.25828907427643194        1.0698711900092653E-006   1.3451030672871622E-006   4.9274003046806805E-002
   7.7223798484530887E-004  0.13145216262668638       0.12990768665699576        4.5395394317453847E-007   7.5929795916376830E-007   1.2318967792668681E-002
   3.0492745659732763E-005   2.6165852451629650E-002   2.6104866960310186E-002   4.1296107481606642E-007   7.1935361016517430E-007   4.9429144347620801E-004
   7.3135122381886089E-006   1.3074983596481776E-002   1.3060356572005400E-002   4.1289890232668741E-007   7.1750323845515274E-007   1.2103446259723039E-004
   1.0384204852682127E-007   2.6134295476574086E-003   2.6136372317544622E-003   4.1290001293221856E-007   7.3896755372476752E-007   5.8821631134441110E-004
   3.3562997071596296E-007   1.3064310693231438E-003   1.3071023292645758E-003   4.1289113114802156E-007   6.0393024005345186E-008   3.4085865773061524E-003
   4.0980619191600259E-007   2.6094353277867754E-004   2.6176314516250954E-004   4.1288891118162335E-007   1.3458894814188938E-006  0.19554337943550301     
   4.1331449487751193E-007   2.5722223683218373E-005   2.6548852672973397E-005   4.1338850974639851E-007   3.3431153830663224E-004   924.78927828726603     
   4.1198222724796174E-007   2.2037032187689071E-006   3.0276676732648306E-006   4.1124207856516742E-007   3.5639403721393875E-002   222230.03867136923     
   4.5195025707035069E-007   1.6329227066780999E-007   7.4060824347289139E-007   4.6305248731660226E-007   7.3113009584315716        444089024.41631627     
