           1 -0.51999998837709427       0.40000001341104507       0.70000002533197403      -0.49315414145479397       0.32382673787380734       0.67252736659260814      -0.49140790291554320       0.33793103357380527       0.65714286430868307     
           2 -0.46999998763203621       0.35000001266598701       0.65000002458691597      -0.49836241645899015       0.33084309994839278       0.66822762815735315      -0.49917043732025679       0.33259567653310218       0.66552973904075718     
           3 -0.49499998800456524       0.32500001229345798       0.67500002495944500      -0.49959476245370055       0.33270256142961990       0.66706388701384689      -0.50001488075376366       0.33333952866079641       0.66670990085240778     
           4 -0.50749998819082975       0.33750001247972250       0.66250002477318048      -0.49989894421932851       0.33317510621971913       0.66676642723673729      -0.49999997457331191       0.33333334153656036       0.66666647640836352     
           5 -0.50124998809769750       0.33125001238659024       0.66875002486631274      -0.49997475179636586       0.33329374290389691       0.66669163562912259      -0.49999999999922168       0.33333333333324183       0.66666666663494345     
           6 -0.49812498805113137       0.33437501243315637       0.66562502481974661      -0.49999368892782664       0.33332343363733580       0.66667291072257762      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
           7 -0.49968748807441443       0.33281251240987331       0.66718752484302968      -0.49999842229219210       0.33333085828372050       0.66666822779643764      -0.50000000000000000       0.33333333333333331       0.66666666666666674     
           8 -0.50046873808605596       0.33359376242151484       0.66640627483138815      -0.49999960557658418       0.33333271456433100       0.66666705695691231      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
           9 -0.50007811308023520       0.33320313741569407       0.66679689983720891      -0.49999990139431000       0.33333317864098355       0.66666676423985693      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          10 -0.49988280057732482       0.33339844991860446       0.66660158733429853      -0.49999997534857349       0.33333329466031802       0.66666669106003884      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          11 -0.49998045682878001       0.33330079366714926       0.66669924358575372      -0.49999999383713956       0.33333332366510360       0.66666667276502323      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          12 -0.50002928495450760       0.33334962179287686       0.66665041546002612      -0.49999999845928378       0.33333333091628231       0.66666666819125886      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          13 -0.50000487089164380       0.33332520773001306       0.66667482952288992      -0.49999999961482067       0.33333333272907217       0.66666666704781541      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          14 -0.49999266386021191       0.33333741476144496       0.66666262249145802      -0.49999999990370508       0.33333333318226843       0.66666666676195407      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          15 -0.49999876737592786       0.33333131124572901       0.66666872600717397      -0.49999999997592626       0.33333333329556719       0.66666666669048857      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          16 -0.50000181913378583       0.33333436300358699       0.66666567424931600      -0.49999999999398154       0.33333333332389181       0.66666666667262220      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          17 -0.50000029325485684       0.33333283712465800       0.66666720012824499      -0.49999999999849537       0.33333333333097298       0.66666666666815555      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          18 -0.49999953031539235       0.33333360006412249       0.66666643718878049      -0.49999999999962386       0.33333333333274323       0.66666666666703889      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          19 -0.49999991178512460       0.33333321859439025       0.66666681865851274      -0.49999999999990596       0.33333333333318582       0.66666666666675978      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          20 -0.50000010251999072       0.33333340932925637       0.66666662792364662      -0.49999999999997646       0.33333333333329646       0.66666666666668994      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          21 -0.50000000715255766       0.33333331396182331       0.66666672329107968      -0.49999999999999412       0.33333333333332410       0.66666666666667251      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          22 -0.49999995946884113       0.33333336164553984       0.66666667560736315      -0.49999999999999856       0.33333333333333104       0.66666666666666818      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          23 -0.49999998331069939       0.33333333780368157       0.66666665176550488      -0.49999999999999967       0.33333333333333276       0.66666666666666707      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          24 -0.49999999523162852       0.33333332588275244       0.66666666368643401      -0.49999999999999989       0.33333333333333320       0.66666666666666674      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          25 -0.50000000119209309       0.33333333184321701       0.66666666964689858      -0.50000000000000000       0.33333333333333331       0.66666666666666663      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          26 -0.49999999821186081       0.33333333482344929       0.66666666666666630      -0.50000000000000000       0.33333333333333331       0.66666666666666663      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          27 -0.49999999970197695       0.33333333333333315       0.66666666815678244      -0.50000000000000000       0.33333333333333331       0.66666666666666663      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          28 -0.50000000044703508       0.33333333407839122       0.66666666741172431      -0.50000000000000000       0.33333333333333331       0.66666666666666663      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          29 -0.50000000007450607       0.33333333370586216       0.66666666703919530      -0.50000000000000000       0.33333333333333331       0.66666666666666663      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
          30 -0.49999999988824156       0.33333333351959765       0.66666666685293074      -0.50000000000000000       0.33333333333333331       0.66666666666666663      -0.50000000000000000       0.33333333333333331       0.66666666666666663     
